species,eccentricity,aspect_ratio,elongation,solidity,stochastic_convexity,isoperimetric_factor,maximal_indentation_depth,lobedness,average_intensity,average_contrast,smoothness,third_moment,uniformity,entropy
8,0.98502,6.0596,0.8361200000000001,0.97628,0.98772,0.31546,0.02322,0.098133,0.03683,0.10661,0.011238,0.0032908,0.00022206,1.0185
8,0.98487,6.0229,0.8362799999999999,0.96522,1.0,0.29509,0.024667,0.11074,0.0303,0.097095,0.0093394,0.0027833000000000003,0.00018341,0.85025
8,0.98853,6.627999999999999,0.8492799999999999,0.96861,0.97719,0.27717,0.029032,0.1534,0.032722,0.10283,0.010462,0.0033387,0.00013116,0.94985
8,0.98326,5.8308,0.82878,0.96489,1.0,0.30777,0.014672,0.039178,0.019278,0.07311799999999999,0.0053178,0.0014657,9.7882e-05,0.66403
8,0.98592,6.0269,0.8388399999999999,0.96027,0.96842,0.28345,0.025004,0.11379,0.021226,0.08086900000000001,0.0064972,0.001957,9.1646e-05,0.6483899999999999
8,0.98695,6.2904,0.84124,0.97085,1.0,0.29288000000000003,0.023221,0.09814,0.025859,0.089821,0.0080032,0.0024919,9.7883e-05,0.8112
8,0.98717,6.5173,0.84726,0.96846,1.0,0.28899,0.022056,0.08854,0.042124,0.11842,0.013829,0.004381800000000001,0.00020215,1.098
8,0.98361,5.8719,0.82847,0.95488,0.98421,0.32134,0.040164,0.29359,0.039243,0.11622,0.013327,0.0043872,0.00019465,1.0006
8,0.98643,6.1273,0.8473700000000001,0.95274,0.89649,0.29982,0.019421,0.068643,0.028986,0.095642,0.0090645,0.0027526,0.00014425,0.82529
8,0.986,6.1763,0.83942,0.97837,0.99298,0.31607,0.011769,0.025208,0.051048,0.13524,0.017961,0.0060176000000000006,0.0003128,1.166
8,0.98824,7.142,0.86069,0.96683,0.99474,0.26951,0.021697,0.08567999999999999,0.024361,0.087108,0.0075307,0.0023055,9.7934e-05,0.7396
9,0.47821,1.2059,0.34976,0.90378,0.99649,0.51298,0.030166,0.16560999999999998,0.082509,0.17347,0.029213,0.0093049,0.00067871,1.5956
9,0.5394100000000001,1.278,0.32286,0.91793,0.97368,0.63545,0.034884,0.22147,0.060966999999999986,0.15124,0.022362,0.0076389,0.00043953,1.2541
9,0.54833,1.2733,0.31093000000000004,0.93409,0.99825,0.59707,0.017966,0.05874400000000001,0.043685,0.12505,0.015397,0.0051037,0.00042441,0.94617
9,0.58938,1.3232,0.40145,0.8900899999999999,0.98421,0.43977,0.047907,0.4177,0.11488,0.19211,0.035592,0.0091838,0.0015424000000000002,2.1004
9,0.64803,1.392,0.41362,0.8975200000000001,0.96316,0.5089199999999999,0.026737,0.1301,0.058284,0.15033,0.022099,0.0078269,0.00036426,1.1840000000000002
9,0.5402899999999999,1.2759,0.36992,0.88831,0.97719,0.54283,0.028138,0.1441,0.051554,0.14256,0.019917,0.0074501,0.00020354,1.1427
9,0.4309,1.2825,0.38769,0.85341,0.96667,0.46204,0.052403,0.49979,0.067688,0.16198,0.025566,0.0091042,0.00043085,1.3596
9,0.4659,1.2195,0.27095,0.94433,1.0,0.66599,0.013322,0.032299,0.024332,0.10405,0.01071,0.0047135,4.6307e-05,0.56447
9,0.4867,1.2165,0.37691,0.90161,0.99474,0.54006,0.032181,0.18848,0.098716,0.18377,0.03267,0.009529,0.00095661,1.9018
9,0.46098,1.2199,0.32967,0.90459,1.0,0.56329,0.027061,0.13327999999999998,0.092156,0.18249,0.03223,0.010076,0.00090962,1.7156
9,0.7308600000000001,1.5285,0.46455,0.8729100000000001,0.97193,0.4865,0.034289,0.21399,0.02898,0.10191,0.01028,0.003585900000000001,0.00010051,0.76676
9,0.51577,1.2902,0.32454,0.9208,0.99474,0.62017,0.023879,0.10378,0.047501,0.12228,0.014732,0.0042129,0.00056945,1.1232
9,0.59837,1.3539,0.35704,0.93647,0.99825,0.64448,0.019818,0.071484,0.045326,0.13137,0.016966,0.0059817,0.0003532,0.93682
9,0.5511199999999999,1.2821,0.39683,0.88375,0.99649,0.49492,0.030576,0.17015,0.062015,0.14620999999999998,0.02093,0.0063685,0.00067747,1.2659
10,0.44941,1.1374,0.38458,0.90736,0.97368,0.54595,0.047809,0.4160100000000001,0.11385,0.18608,0.033467000000000004,0.0082395,0.0012682,2.2422
10,0.46727,1.1876,0.36748,0.91542,0.97719,0.57995,0.051335000000000006,0.47962,0.13764,0.18732,0.033899,0.0061636,0.0029358,2.5551
10,0.55362,1.2438,0.39517,0.91092,0.97193,0.51113,0.046323,0.39055,0.08315399999999999,0.17465,0.0296,0.0094574,0.00074607,1.5807
10,0.32175,1.1782,0.32151,0.91803,0.97544,0.58719,0.045933,0.384,0.076818,0.14622000000000002,0.020931,0.0048174,0.0014091,1.6749
10,0.6441399999999999,1.37,0.42697,0.91457,0.96491,0.44764,0.055411,0.55882,0.1203,0.19149,0.035373,0.0084315,0.0018137,2.2137
10,0.55977,1.3442,0.34301,0.9298,0.97544,0.5787899999999999,0.053564,0.52218,0.14905,0.25543000000000005,0.061249,0.02381,0.00059701,2.4130000000000003
10,0.5011399999999999,1.2499,0.30101,0.94477,0.9807,0.6743,0.0494,0.44415,0.096252,0.23034,0.050382,0.025877,0.00026934,1.4463
10,0.23041,1.1294,0.25496,0.94201,0.97368,0.6084,0.040722,0.3018,0.10957,0.23571,0.052636,0.02418,0.00042353,1.6648
10,0.46094,1.1366,0.22905,0.95565,0.97544,0.71234,0.038286,0.26678,0.11753,0.22041,0.046329,0.016554,0.00064766,1.9866
10,0.54913,1.2769,0.31283,0.93889,0.99123,0.5933,0.041539,0.31404,0.15188,0.2605,0.06355,0.02379,0.000843,2.2030000000000003
10,0.32168,1.1127,0.27055,0.95426,0.99298,0.70006,0.05426,0.53584,0.10967,0.21507,0.044212,0.016252000000000003,0.00061195,1.8452
10,0.38564,1.0471,0.23328,0.95176,0.97368,0.6710699999999999,0.050832,0.47028,0.13563,0.24744,0.057693,0.022,0.00086835,1.9757
10,0.36127,1.0573,0.26213000000000003,0.93923,0.96667,0.59302,0.04962,0.4481100000000001,0.19067,0.28081,0.073089,0.023825,0.0012501,2.6604
11,0.51247,1.1116,0.6562600000000001,0.57724,0.5929800000000001,0.16867,0.11187,2.2776,0.016000999999999998,0.061238,0.0037361,0.00087861,0.00010284,0.6508
11,0.54893,1.1111,0.63983,0.56623,0.6,0.15743,0.13080999999999998,3.1143,0.021231,0.079722,0.0063155,0.0019123,7.3919e-05,0.71949
11,0.43425,1.095,0.68828,0.52398,0.5421100000000001,0.15396,0.13760999999999998,3.4462,0.021147,0.073202,0.0053299,0.00134,0.00016376,0.7549600000000001
11,0.38501,1.0656,0.63042,0.51223,0.59123,0.13705,0.12292,2.7498,0.033373,0.098907,0.0096879,0.0027872,0.00021426,1.0015
11,0.26758000000000004,1.1316,0.60128,0.54301,0.77368,0.20311,0.15354,4.2904,0.017945,0.07145,0.0050792,0.0014652,7.2478e-05,0.63273
11,0.24465,1.047,0.60511,0.56524,0.79474,0.21788,0.12522,2.854,0.037595,0.127,0.015874,0.006587000000000001,0.00010798,0.8331
11,0.39092,1.087,0.68174,0.50961,0.6614,0.15361,0.14082,3.6093,0.028638,0.089135,0.0078824,0.0021177,0.00021044,0.90082
11,0.4042,1.0965,0.65899,0.52833,0.68421,0.1771,0.13017,3.0837,0.029057,0.096836,0.0092902,0.0028927,0.00012649999999999998,0.82383
11,0.50692,1.127,0.67203,0.5302399999999999,0.75263,0.16792,0.13005999999999998,3.0788,0.015279,0.057592,0.0033059,0.00072847,0.00010983,0.67289
11,0.47565,1.0656,0.69172,0.5233,0.49649,0.14132999999999998,0.12987,3.0697,0.023977,0.0842,0.0070396999999999986,0.0020845,0.00011284,0.77399
11,0.52382,1.1117,0.67175,0.54701,0.6298199999999999,0.15157,0.13674,3.4028,0.026434,0.085792,0.0073063999999999985,0.0021373,0.00016583,0.90513
11,0.36462,1.0811,0.67755,0.49042,0.68772,0.14118,0.1243,2.8118,0.037866,0.11692,0.013485,0.0046475,0.00017690000000000002,0.9229
11,0.52212,1.1191,0.7098800000000001,0.50678,0.64912,0.1412,0.13192,3.1674,0.025478,0.085964,0.007335600000000001,0.0021793000000000003,0.0001485,0.82809
11,0.38203,1.0405,0.6901,0.48549,0.63684,0.13165,0.11852,2.5565,0.027997,0.093312,0.008631999999999999,0.0026591,0.00012469,0.8499399999999999
11,0.27123,1.096,0.68075,0.49446,0.53684,0.13088,0.12815,2.9887,0.021943,0.072882,0.0052838,0.0013390999999999998,0.00022058,0.80402
11,0.44882,1.0118,0.6301,0.57134,0.81053,0.16187,0.11115,2.2486,0.027309,0.088889,0.0078393,0.0022734,0.00017545,0.86
12,0.88374,2.4765,0.6138899999999999,0.8581,0.98246,0.40448,0.054511,0.54081,0.06489,0.14657,0.021032,0.0067378,0.00037204,1.6461
12,0.91579,2.5959,0.6302300000000001,0.94977,1.0,0.4976,0.024404,0.10839,0.067044,0.1528,0.022814,0.0075708,0.00031405,1.6221
12,0.8286600000000001,1.9848,0.50917,0.9418,0.99825,0.55942,0.025524,0.11857,0.080103,0.16692,0.027107,0.008654799999999999,0.0004265,1.8038
12,0.8786299999999999,2.4734,0.60898,0.87869,0.99123,0.45758,0.056994,0.59119,0.076471,0.16369,0.026095,0.008748200000000001,0.00034348,1.8363
12,0.92876,2.8218,0.66081,0.93335,0.97544,0.43699,0.046152,0.38767,0.050806,0.13408,0.017661000000000003,0.006442100000000001,0.00017937,1.4027
12,0.91093,2.6184,0.63236,0.92868,0.99123,0.51584,0.021091,0.080956,0.05094,0.12675999999999998,0.015815,0.004713800000000001,0.00031804,1.3323
12,0.92479,2.5638,0.62255,0.96226,0.97895,0.57504,0.0097927,0.017453,0.026156,0.10029,0.009958,0.0040505,4.466100000000001e-05,0.77718
12,0.9003700000000001,2.3499,0.60125,0.93713,0.98421,0.46172,0.03166,0.18242,0.096235,0.18081,0.031658,0.0105,0.00050824,2.3052
12,0.8728,2.3151,0.5875100000000001,0.90716,0.98772,0.45257,0.058029,0.61287,0.07597000000000001,0.17378,0.029313,0.011448,0.00025642,1.6895
12,0.93377,2.8883,0.66665,0.93026,0.96316,0.43032,0.035710000000000006,0.23209,0.047675,0.12917,0.016412,0.0057866,0.00016113,1.321
12,0.88185,2.1732,0.57028,0.93013,0.99825,0.45014,0.049062,0.43809,0.072246,0.16601,0.02682,0.010288,0.0002503,1.7405
12,0.87259,2.1845,0.56922,0.93969,0.99474,0.5261100000000001,0.044598,0.36199,0.060388,0.14227,0.019839,0.0062705,0.00031494,1.4969
13,0.71763,1.5041,0.33723000000000003,0.98803,1.0,0.82342,0.0040421,0.0029736,0.050064,0.12542,0.015486000000000003,0.0046629,0.00027091,1.3598
13,0.7328100000000001,1.5437,0.36231,0.98616,1.0,0.79359,0.005259300000000001,0.0050342,0.046731,0.1203,0.014265,0.0041563,0.00026442,1.2681
13,0.75285,1.5603,0.38474,0.98701,0.99649,0.78037,0.004611,0.0038695,0.046705,0.11723,0.013556,0.0038164,0.00028371,1.3539
13,0.73935,1.5319,0.34987,0.98479,1.0,0.81067,0.007807899999999999,0.011095,0.027888,0.11472,0.01299,0.0060166,5.0098e-05,0.59895
13,0.63969,1.3612,0.28845,0.98738,1.0,0.82125,0.004231800000000001,0.003259300000000001,0.080446,0.15813,0.024394,0.0066506,0.00067629,1.8274
13,0.62033,1.3105,0.26312,0.98535,1.0,0.82478,0.0049896,0.004531100000000001,0.070042,0.14655,0.021025,0.0058018,0.00053019,1.705
13,0.64536,1.3743,0.28162,0.98646,1.0,0.8449399999999999,0.005427,0.0053602,0.026853,0.085949,0.007333,0.0020334,0.00012813,0.94296
13,0.70115,1.4925,0.34048,0.98262,1.0,0.78473,0.0061511000000000005,0.0068862,0.08405,0.17102,0.028418,0.008772499999999999,0.00052855,1.7782
13,0.70275,1.5016,0.34772,0.98776,0.99825,0.80848,0.0037534,0.002564,0.055512,0.12613,0.015659,0.004022,0.00050106,1.4395
13,0.69686,1.4507,0.33575,0.9851,1.0,0.80461,0.0036582,0.0024356,0.038211,0.10889,0.011717,0.003581000000000001,0.00016657,1.1363
13,0.66351,1.4024,0.31179,0.98529,1.0,0.81091,0.0068704,0.008590700000000001,0.06820599999999999,0.13895,0.01894,0.0049098,0.00062422,1.7727
13,0.67362,1.3988,0.30608,0.98301,1.0,0.79998,0.0087621,0.013973,0.1196,0.17804,0.030726,0.006319699999999999,0.0016787,2.5094
13,0.6431399999999999,1.3574,0.28063,0.98631,0.99825,0.81381,0.0052732,0.005060800000000001,0.058530999999999986,0.13108,0.016891999999999997,0.0044631,0.00048306,1.5136
14,0.91298,2.455,0.61097,0.96979,0.99825,0.5621,0.0095958,0.016758000000000002,0.090447,0.1871,0.033823,0.0115,0.0005639999999999999,1.6879
14,0.9136,2.5213,0.61341,0.97227,1.0,0.56248,0.0078474,0.011208,0.068427,0.14325,0.020108,0.0055763,0.00057194,1.7187
14,0.91355,2.457,0.6110800000000001,0.97034,0.97544,0.5645,0.007702899999999999,0.010799,0.092547,0.18786,0.034088,0.011708,0.00046097,1.8501
14,0.91378,2.4132,0.6036199999999999,0.96618,0.99649,0.56153,0.0091377,0.015197,0.10604,0.20316,0.039637,0.013227,0.00072984,1.8526
14,0.8589700000000001,1.9723,0.5143399999999999,0.97407,0.99825,0.6792,0.006839199999999999,0.008512899999999999,0.046518,0.13848,0.018816,0.0073897999999999985,0.00015454,1.014
14,0.91296,2.4862,0.62315,0.96188,1.0,0.51041,0.010684,0.020775,0.064539,0.13677999999999998,0.018365,0.0048636,0.00052757,1.6875
14,0.93802,2.8087,0.65774,0.97091,1.0,0.58194,0.0067321,0.0082485,0.052218,0.13491,0.017874,0.005737399999999999,0.00030246,1.2161
14,0.94058,3.0366,0.69248,0.93952,0.99474,0.42979,0.031219,0.17737999999999998,0.038691,0.1076,0.011445,0.0032156,0.00024816,1.0843
14,0.8967200000000001,2.2534,0.57689,0.96488,1.0,0.57906,0.0081422,0.012066,0.062778,0.1512,0.022351,0.007855299999999999,0.00031192,1.4575
14,0.89507,2.2045,0.55605,0.97701,0.99649,0.6421399999999999,0.0053433,0.0051962,0.102,0.19598,0.036988,0.012562,0.00048437,2.0484
14,0.88246,2.1,0.5486,0.96929,0.99825,0.61897,0.0073021,0.0097043,0.10152,0.19717,0.03742,0.012995,0.00049125,2.0094
14,0.90831,2.4038,0.59263,0.97688,0.99825,0.59259,0.0064679,0.0076137,0.063688,0.1472,0.021208,0.0067017,0.00032702,1.5332
15,0.4132,1.0384,0.48465,0.78118,0.87018,0.30478,0.080722,1.1859,0.047303,0.12619,0.015674,0.005899199999999999,0.00019037,1.489
15,0.56324,1.1928,0.474,0.77564,0.93333,0.34791,0.069404,0.8766799999999999,0.10401,0.17923,0.031125,0.0094494,0.00074739,2.4883
15,0.48967,1.1232,0.46175,0.80214,0.9,0.31034,0.073462,0.9822,0.10125,0.17926,0.031133,0.010102,0.00068131,2.4808
15,0.60319,1.088,0.51739,0.7638,0.90175,0.23802,0.07702200000000001,1.0797,0.10994,0.17976,0.031303,0.008884600000000001,0.00087888,2.6613
15,0.53622,1.2341,0.44979,0.7882,0.94386,0.38426,0.072253,0.95013,0.042992,0.12337,0.014993,0.005650100000000001,0.00013103,1.2646
15,0.37902,1.0738,0.5242,0.71586,0.85439,0.26309,0.065312,0.77635,0.067161,0.14275,0.019969,0.0059582,0.00040634,1.8527
15,0.53693,1.0751,0.55667,0.74395,0.77544,0.27241,0.080278,1.1729,0.091322,0.16265,0.025773,0.007318000000000002,0.00080697,2.2704
15,0.51153,1.0767,0.47053,0.77952,0.90702,0.28838,0.07699199999999999,1.0789,0.084711,0.17213,0.028776,0.0099656,0.00039644,2.0412
15,0.4427100000000001,1.0836,0.49548,0.74434,0.87018,0.26478,0.079481,1.1497,0.10151,0.1726,0.028929000000000007,0.007640600000000002,0.00084487,2.389
15,0.30574,1.1176,0.5884699999999999,0.66502,0.8473700000000001,0.24074,0.10064,1.8435,0.074621,0.14273,0.019966,0.0054026000000000005,0.00062391,2.1403
22,0.92522,2.695,0.63571,0.92994,0.99298,0.505,0.040707,0.30158,0.055741999999999986,0.15592,0.023734,0.0096617,0.00030237,1.0351
